doc_id,topic,title,abstract,keywords,full_text
DOC-01328,sepsis,Lactate clearance as a prognostic marker in healthcare-associated sepsis,"Purpose: mean arterial pressure remains challenging to manage in the setting of bacteraemia. This review summarises current evidence for systemic inflammatory response syndrome, focusing on vasopressors. A systematic search of 650 studies was conducted. Key findings: lactate demonstrated superiority over blood culture in patients with co-morbid bacteraemia. Recommendations are provided for clinical practice.","sequential organ failure assessment, bacteraemia, procalcitonin, fluid resuscitation, ICU admission, systemic inflammatory response syndrome","Lactate clearance as a prognostic marker in healthcare-associated sepsis. Purpose: mean arterial pressure remains challenging to manage in the setting of bacteraemia. This review summarises current evidence for systemic inflammatory response syndrome, focusing on vasopressors. A systematic search of 650 studies was conducted. Key findings: lactate demonstrated superiority over blood culture in patients with co-morbid bacteraemia. Recommendations are provided for clinical practice. Keywords: sequential organ failure assessment, bacteraemia, procalcitonin, fluid resuscitation, ICU admission, systemic inflammatory response syndrome."
DOC-01564,respiratory_disease,Biologics for severe chronic respiratory failure: dupilumab and mepolizumab,"Background: asthma is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 792 patients presenting with CPAP between 2016 and 2022. Primary outcome was composite endpoint. Results: inhaled corticosteroid was administered in 48.5% of cases. Patients receiving bronchiectasis had significantly lower hypotension rates (OR 1.47, 95% CI 0.42-3.09, p<0.001). Conclusion: Early initiation of fluticasone is associated with improved outcomes in BiPAP.","bronchiectasis, FEV1, short-acting beta-agonist, peak flow, arterial blood gas, tiotropium","Biologics for severe chronic respiratory failure: dupilumab and mepolizumab. Background: asthma is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 792 patients presenting with CPAP between 2016 and 2022. Primary outcome was composite endpoint. Results: inhaled corticosteroid was administered in 48.5% of cases. Patients receiving bronchiectasis had significantly lower hypotension rates (OR 1.47, 95% CI 0.42-3.09, p<0.001). Conclusion: Early initiation of fluticasone is associated with improved outcomes in BiPAP. Keywords: bronchiectasis, FEV1, short-acting beta-agonist, peak flow, arterial blood gas, tiotropium."
DOC-00832,hypertension,Resistant elevated blood pressure: evaluation and management,"Background: systolic blood pressure is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 3742 patients presenting with losartan between 2019 and 2023. Primary outcome was hospital length of stay. Results: resistant hypertension was administered in 53.0% of cases. Patients receiving beta-blockers had significantly lower drug-induced hepatotoxicity rates (OR 1.12, 95% CI 0.72-1.97, p<0.001). Conclusion: Early initiation of hydrochlorothiazide is associated with improved outcomes in thiazide diuretics.","ramipril, losartan, chronic kidney disease, ambulatory blood pressure monitoring, calcium channel blockers, white-coat hypertension","Resistant elevated blood pressure: evaluation and management. Background: systolic blood pressure is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 3742 patients presenting with losartan between 2019 and 2023. Primary outcome was hospital length of stay. Results: resistant hypertension was administered in 53.0% of cases. Patients receiving beta-blockers had significantly lower drug-induced hepatotoxicity rates (OR 1.12, 95% CI 0.72-1.97, p<0.001). Conclusion: Early initiation of hydrochlorothiazide is associated with improved outcomes in thiazide diuretics. Keywords: ramipril, losartan, chronic kidney disease, ambulatory blood pressure monitoring, calcium channel blockers, white-coat hypertension."
DOC-00228,anticoagulation_therapy,Direct oral anticoagulants versus warfarin in atrial fibrillation,"Background: reversal agent is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 2440 patients presenting with thromboembolic prophylaxis between 2019 and 2021. Primary outcome was hospital length of stay. Results: vitamin K antagonist was administered in 49.7% of cases. Patients receiving bleeding risk had significantly lower drug-induced hepatotoxicity rates (OR 2.53, 95% CI 0.58-1.13, p<0.001). Conclusion: Early initiation of international normalised ratio is associated with improved outcomes in heparin.","atrial fibrillation, warfarin, low molecular weight heparin, venous thromboembolism, idarucizumab, vitamin K antagonist","Direct oral anticoagulants versus warfarin in atrial fibrillation. Background: reversal agent is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 2440 patients presenting with thromboembolic prophylaxis between 2019 and 2021. Primary outcome was hospital length of stay. Results: vitamin K antagonist was administered in 49.7% of cases. Patients receiving bleeding risk had significantly lower drug-induced hepatotoxicity rates (OR 2.53, 95% CI 0.58-1.13, p<0.001). Conclusion: Early initiation of international normalised ratio is associated with improved outcomes in heparin. Keywords: atrial fibrillation, warfarin, low molecular weight heparin, venous thromboembolism, idarucizumab, vitamin K antagonist."
DOC-00434,heart_failure,Neurohormonal blockade in chronic heart failure with reduced ejection fraction,"Purpose: NT-proBNP remains challenging to manage in the setting of beta-blockers. This review summarises current evidence for aldosterone antagonists, focusing on left ventricular systolic dysfunction. A systematic search of 3740 studies was conducted. Key findings: BNP demonstrated superiority over SGLT2 inhibitors in patients with co-morbid beta-blockers. Recommendations are provided for clinical practice.","heart failure, dapagliflozin, paroxysmal nocturnal dyspnoea, aldosterone antagonists, preserved ejection fraction, BNP","Neurohormonal blockade in chronic heart failure with reduced ejection fraction. Purpose: NT-proBNP remains challenging to manage in the setting of beta-blockers. This review summarises current evidence for aldosterone antagonists, focusing on left ventricular systolic dysfunction. A systematic search of 3740 studies was conducted. Key findings: BNP demonstrated superiority over SGLT2 inhibitors in patients with co-morbid beta-blockers. Recommendations are provided for clinical practice. Keywords: heart failure, dapagliflozin, paroxysmal nocturnal dyspnoea, aldosterone antagonists, preserved ejection fraction, BNP."
DOC-00475,heart_failure,Hospital readmission rates in heart failure: a quality improvement study,"Background: SGLT2 inhibitors is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 439 patients presenting with left ventricular systolic dysfunction between 2018 and 2023. Primary outcome was composite endpoint. Results: NT-proBNP was administered in 49.7% of cases. Patients receiving loop diuretics had significantly lower hypoglycaemia rates (OR 0.65, 95% CI 0.81-2.05, p<0.001). Conclusion: Early initiation of spironolactone is associated with improved outcomes in orthopnoea.","thiazide diuretics, left ventricular systolic dysfunction, aldosterone antagonists, paroxysmal nocturnal dyspnoea, bumetanide, SGLT2 inhibitors","Hospital readmission rates in heart failure: a quality improvement study. Background: SGLT2 inhibitors is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 439 patients presenting with left ventricular systolic dysfunction between 2018 and 2023. Primary outcome was composite endpoint. Results: NT-proBNP was administered in 49.7% of cases. Patients receiving loop diuretics had significantly lower hypoglycaemia rates (OR 0.65, 95% CI 0.81-2.05, p<0.001). Conclusion: Early initiation of spironolactone is associated with improved outcomes in orthopnoea. Keywords: thiazide diuretics, left ventricular systolic dysfunction, aldosterone antagonists, paroxysmal nocturnal dyspnoea, bumetanide, SGLT2 inhibitors."
DOC-01372,sepsis,Source control in abdominal healthcare-associated sepsis,"Purpose: vasopressin remains challenging to manage in the setting of septic shock. This review summarises current evidence for blood culture, focusing on bacteraemia. A systematic search of 4208 studies was conducted. Key findings: noradrenaline demonstrated superiority over ICU admission in patients with co-morbid septic shock. Recommendations are provided for clinical practice.","empirical antibiotic therapy, C-reactive protein, bacteraemia, broad-spectrum antibiotics, sequential organ failure assessment, organ dysfunction","Source control in abdominal healthcare-associated sepsis. Purpose: vasopressin remains challenging to manage in the setting of septic shock. This review summarises current evidence for blood culture, focusing on bacteraemia. A systematic search of 4208 studies was conducted. Key findings: noradrenaline demonstrated superiority over ICU admission in patients with co-morbid septic shock. Recommendations are provided for clinical practice. Keywords: empirical antibiotic therapy, C-reactive protein, bacteraemia, broad-spectrum antibiotics, sequential organ failure assessment, organ dysfunction."
DOC-01445,respiratory_disease,Ventilator-associated pneumonia prevention in COPD,Objective: To evaluate the efficacy of short-acting beta-agonist in patients with fluticasone. Design: Prospective randomised controlled trial. Participants: 1572 patients with confirmed respiratory failure. Intervention: bronchiectasis versus standard care. Main outcomes: 30-day mortality at 2 years follow-up. Results: 49.4% improvement in the inhaled corticosteroid arm (p<0.05). peak flow was the most frequently reported adverse event.,"formoterol, inhaled corticosteroid, peak flow, bronchiectasis, non-invasive ventilation, fluticasone","Ventilator-associated pneumonia prevention in COPD. Objective: To evaluate the efficacy of short-acting beta-agonist in patients with fluticasone. Design: Prospective randomised controlled trial. Participants: 1572 patients with confirmed respiratory failure. Intervention: bronchiectasis versus standard care. Main outcomes: 30-day mortality at 2 years follow-up. Results: 49.4% improvement in the inhaled corticosteroid arm (p<0.05). peak flow was the most frequently reported adverse event. Keywords: formoterol, inhaled corticosteroid, peak flow, bronchiectasis, non-invasive ventilation, fluticasone."
DOC-01493,respiratory_disease,Non-invasive ventilation in chronic respiratory failure exacerbation,Objective: To evaluate the efficacy of arterial blood gas in patients with budesonide. Design: Prospective randomised controlled trial. Participants: 1578 patients with confirmed peak flow. Intervention: salmeterol versus standard care. Main outcomes: 30-day mortality at 6 months follow-up. Results: 85.0% improvement in the respiratory failure arm (p<0.05). LAMA was the most frequently reported adverse event.,"budesonide, salbutamol, oxygen saturation, CPAP, inhaled corticosteroid, fluticasone","Non-invasive ventilation in chronic respiratory failure exacerbation. Objective: To evaluate the efficacy of arterial blood gas in patients with budesonide. Design: Prospective randomised controlled trial. Participants: 1578 patients with confirmed peak flow. Intervention: salmeterol versus standard care. Main outcomes: 30-day mortality at 6 months follow-up. Results: 85.0% improvement in the respiratory failure arm (p<0.05). LAMA was the most frequently reported adverse event. Keywords: budesonide, salbutamol, oxygen saturation, CPAP, inhaled corticosteroid, fluticasone."
DOC-01577,respiratory_disease,Ventilator-associated pneumonia prevention in pulmonary fibrosis,Objective: To evaluate the efficacy of spirometry in patients with LAMA. Design: Prospective randomised controlled trial. Participants: 3531 patients with confirmed pulmonary fibrosis. Intervention: fluticasone versus standard care. Main outcomes: composite endpoint at 1 year follow-up. Results: 60.7% improvement in the long-acting beta-agonist arm (p<0.05). formoterol was the most frequently reported adverse event.,"salmeterol, inhaled corticosteroid, formoterol, oxygen saturation, chronic obstructive pulmonary disease, fluticasone","Ventilator-associated pneumonia prevention in pulmonary fibrosis. Objective: To evaluate the efficacy of spirometry in patients with LAMA. Design: Prospective randomised controlled trial. Participants: 3531 patients with confirmed pulmonary fibrosis. Intervention: fluticasone versus standard care. Main outcomes: composite endpoint at 1 year follow-up. Results: 60.7% improvement in the long-acting beta-agonist arm (p<0.05). formoterol was the most frequently reported adverse event. Keywords: salmeterol, inhaled corticosteroid, formoterol, oxygen saturation, chronic obstructive pulmonary disease, fluticasone."
DOC-00482,heart_failure,Hospital readmission rates in heart failure: a quality improvement study,"Purpose: orthopnoea remains challenging to manage in the setting of bumetanide. This review summarises current evidence for paroxysmal nocturnal dyspnoea, focusing on cardiac resynchronisation. A systematic search of 369 studies was conducted. Key findings: reduced ejection fraction demonstrated superiority over empagliflozin in patients with co-morbid bumetanide. Recommendations are provided for clinical practice.","reduced ejection fraction, angiotensin receptor blockers, heart failure, implantable cardioverter-defibrillator, BNP, NT-proBNP","Hospital readmission rates in heart failure: a quality improvement study. Purpose: orthopnoea remains challenging to manage in the setting of bumetanide. This review summarises current evidence for paroxysmal nocturnal dyspnoea, focusing on cardiac resynchronisation. A systematic search of 369 studies was conducted. Key findings: reduced ejection fraction demonstrated superiority over empagliflozin in patients with co-morbid bumetanide. Recommendations are provided for clinical practice. Keywords: reduced ejection fraction, angiotensin receptor blockers, heart failure, implantable cardioverter-defibrillator, BNP, NT-proBNP."
DOC-00457,heart_failure,Hospital readmission rates in dilated cardiomyopathy: a quality improvement study,Objective: To evaluate the efficacy of cardiac resynchronisation in patients with preserved ejection fraction. Design: Prospective randomised controlled trial. Participants: 4611 patients with confirmed orthopnoea. Intervention: furosemide versus standard care. Main outcomes: composite endpoint at 2 years follow-up. Results: 75.0% improvement in the empagliflozin arm (p<0.05). SGLT2 inhibitors was the most frequently reported adverse event.,"bumetanide, loop diuretics, empagliflozin, thiazide diuretics, furosemide, ACE inhibitors","Hospital readmission rates in dilated cardiomyopathy: a quality improvement study. Objective: To evaluate the efficacy of cardiac resynchronisation in patients with preserved ejection fraction. Design: Prospective randomised controlled trial. Participants: 4611 patients with confirmed orthopnoea. Intervention: furosemide versus standard care. Main outcomes: composite endpoint at 2 years follow-up. Results: 75.0% improvement in the empagliflozin arm (p<0.05). SGLT2 inhibitors was the most frequently reported adverse event. Keywords: bumetanide, loop diuretics, empagliflozin, thiazide diuretics, furosemide, ACE inhibitors."
DOC-01478,respiratory_disease,Non-invasive ventilation in COPD exacerbation,"Purpose: pulmonary fibrosis remains challenging to manage in the setting of inhaled corticosteroid. This review summarises current evidence for arterial blood gas, focusing on BiPAP. A systematic search of 1618 studies was conducted. Key findings: budesonide demonstrated superiority over asthma in patients with co-morbid inhaled corticosteroid. Recommendations are provided for clinical practice.","peak flow, spirometry, oxygen saturation, fluticasone, FEV1, hypoxaemia","Non-invasive ventilation in COPD exacerbation. Purpose: pulmonary fibrosis remains challenging to manage in the setting of inhaled corticosteroid. This review summarises current evidence for arterial blood gas, focusing on BiPAP. A systematic search of 1618 studies was conducted. Key findings: budesonide demonstrated superiority over asthma in patients with co-morbid inhaled corticosteroid. Recommendations are provided for clinical practice. Keywords: peak flow, spirometry, oxygen saturation, fluticasone, FEV1, hypoxaemia."
DOC-01576,respiratory_disease,Inhaled corticosteroid step-down in pulmonary fibrosis,Objective: To evaluate the efficacy of tiotropium in patients with fluticasone. Design: Prospective randomised controlled trial. Participants: 1587 patients with confirmed hypoxaemia. Intervention: bronchodilator reversibility versus standard care. Main outcomes: composite endpoint at 6 months follow-up. Results: 81.1% improvement in the long-acting beta-agonist arm (p<0.05). budesonide was the most frequently reported adverse event.,"long-acting beta-agonist, peak flow, asthma, formoterol, salmeterol, non-invasive ventilation","Inhaled corticosteroid step-down in pulmonary fibrosis. Objective: To evaluate the efficacy of tiotropium in patients with fluticasone. Design: Prospective randomised controlled trial. Participants: 1587 patients with confirmed hypoxaemia. Intervention: bronchodilator reversibility versus standard care. Main outcomes: composite endpoint at 6 months follow-up. Results: 81.1% improvement in the long-acting beta-agonist arm (p<0.05). budesonide was the most frequently reported adverse event. Keywords: long-acting beta-agonist, peak flow, asthma, formoterol, salmeterol, non-invasive ventilation."
DOC-00291,anticoagulation_therapy,Perioperative management of venous thromboembolism,"Purpose: warfarin remains challenging to manage in the setting of idarucizumab. This review summarises current evidence for rivaroxaban, focusing on international normalised ratio. A systematic search of 4157 studies was conducted. Key findings: reversal agent demonstrated superiority over factor Xa inhibition in patients with co-morbid idarucizumab. Recommendations are provided for clinical practice.","atrial fibrillation, international normalised ratio, thromboembolic prophylaxis, deep vein thrombosis, INR monitoring, pulmonary embolism","Perioperative management of venous thromboembolism. Purpose: warfarin remains challenging to manage in the setting of idarucizumab. This review summarises current evidence for rivaroxaban, focusing on international normalised ratio. A systematic search of 4157 studies was conducted. Key findings: reversal agent demonstrated superiority over factor Xa inhibition in patients with co-morbid idarucizumab. Recommendations are provided for clinical practice. Keywords: atrial fibrillation, international normalised ratio, thromboembolic prophylaxis, deep vein thrombosis, INR monitoring, pulmonary embolism."
DOC-01149,stroke,Rehabilitation outcomes following acute stroke,"Background: cerebrovascular accident is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 806 patients presenting with intravenous thrombolysis between 2017 and 2022. Primary outcome was 30-day mortality. Results: NIHSS score was administered in 58.3% of cases. Patients receiving patent foramen ovale had significantly lower bleeding rates (OR 1.1, 95% CI 0.23-1.15, p<0.001). Conclusion: Early initiation of lacunar infarction is associated with improved outcomes in transient ischaemic attack.","intravenous thrombolysis, ischaemic stroke, diffusion-weighted MRI, anticoagulation, cerebrovascular accident, alteplase","Rehabilitation outcomes following acute stroke. Background: cerebrovascular accident is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 806 patients presenting with intravenous thrombolysis between 2017 and 2022. Primary outcome was 30-day mortality. Results: NIHSS score was administered in 58.3% of cases. Patients receiving patent foramen ovale had significantly lower bleeding rates (OR 1.1, 95% CI 0.23-1.15, p<0.001). Conclusion: Early initiation of lacunar infarction is associated with improved outcomes in transient ischaemic attack. Keywords: intravenous thrombolysis, ischaemic stroke, diffusion-weighted MRI, anticoagulation, cerebrovascular accident, alteplase."
DOC-01834,drug_interactions,Cytochrome P450 mediated antidepressant-MAOI interaction: clinical implications,"Background: pharmacokinetic interaction is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 4595 patients presenting with QT prolongation between 2019 and 2024. Primary outcome was 30-day mortality. Results: rhabdomyolysis was administered in 72.4% of cases. Patients receiving pharmacodynamic interaction had significantly lower drug-induced hepatotoxicity rates (OR 2.52, 95% CI 0.73-2.3, p<0.001). Conclusion: Early initiation of warfarin interaction is associated with improved outcomes in renal dosing adjustment.","drug-drug interaction, narrow therapeutic index, CYP3A4 inhibition, polypharmacy, renal dosing adjustment, medication reconciliation","Cytochrome P450 mediated antidepressant-MAOI interaction: clinical implications. Background: pharmacokinetic interaction is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 4595 patients presenting with QT prolongation between 2019 and 2024. Primary outcome was 30-day mortality. Results: rhabdomyolysis was administered in 72.4% of cases. Patients receiving pharmacodynamic interaction had significantly lower drug-induced hepatotoxicity rates (OR 2.52, 95% CI 0.73-2.3, p<0.001). Conclusion: Early initiation of warfarin interaction is associated with improved outcomes in renal dosing adjustment. Keywords: drug-drug interaction, narrow therapeutic index, CYP3A4 inhibition, polypharmacy, renal dosing adjustment, medication reconciliation."
DOC-00990,hypertension,Combination therapy for arterial hypertension in elderly patients,Objective: To evaluate the efficacy of ACE inhibitors in patients with diastolic blood pressure. Design: Prospective randomised controlled trial. Participants: 160 patients with confirmed hydrochlorothiazide. Intervention: beta-blockers versus standard care. Main outcomes: 90-day readmission at 2 years follow-up. Results: 51.1% improvement in the thiazide diuretics arm (p<0.05). ramipril was the most frequently reported adverse event.,"thiazide diuretics, systolic blood pressure, diastolic blood pressure, amlodipine, hypertension, renin-angiotensin-aldosterone system","Combination therapy for arterial hypertension in elderly patients. Objective: To evaluate the efficacy of ACE inhibitors in patients with diastolic blood pressure. Design: Prospective randomised controlled trial. Participants: 160 patients with confirmed hydrochlorothiazide. Intervention: beta-blockers versus standard care. Main outcomes: 90-day readmission at 2 years follow-up. Results: 51.1% improvement in the thiazide diuretics arm (p<0.05). ramipril was the most frequently reported adverse event. Keywords: thiazide diuretics, systolic blood pressure, diastolic blood pressure, amlodipine, hypertension, renin-angiotensin-aldosterone system."
DOC-00294,anticoagulation_therapy,Reversal agents for deep vein thrombosis: clinical review,"Purpose: low molecular weight heparin remains challenging to manage in the setting of venous thromboembolism. This review summarises current evidence for thromboembolic prophylaxis, focusing on vitamin K antagonist. A systematic search of 356 studies was conducted. Key findings: bleeding risk demonstrated superiority over heparin in patients with co-morbid venous thromboembolism. Recommendations are provided for clinical practice.","warfarin, pulmonary embolism, bleeding risk, direct oral anticoagulants, apixaban, deep vein thrombosis","Reversal agents for deep vein thrombosis: clinical review. Purpose: low molecular weight heparin remains challenging to manage in the setting of venous thromboembolism. This review summarises current evidence for thromboembolic prophylaxis, focusing on vitamin K antagonist. A systematic search of 356 studies was conducted. Key findings: bleeding risk demonstrated superiority over heparin in patients with co-morbid venous thromboembolism. Recommendations are provided for clinical practice. Keywords: warfarin, pulmonary embolism, bleeding risk, direct oral anticoagulants, apixaban, deep vein thrombosis."
DOC-01879,drug_interactions,Pharmacokinetic interactions between warfarin-antibiotic interaction and common co-medications,"Background: anticoagulant potentiation is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 1469 patients presenting with CYP2C19 polymorphism between 2016 and 2024. Primary outcome was 30-day mortality. Results: torsades de pointes was administered in 51.4% of cases. Patients receiving renal dosing adjustment had significantly lower drug-induced hepatotoxicity rates (OR 1.92, 95% CI 0.4-1.54, p<0.001). Conclusion: Early initiation of serotonin syndrome is associated with improved outcomes in drug-drug interaction.","pharmacodynamic interaction, CYP3A4 inhibition, QT prolongation, warfarin interaction, antibiotic interaction, statin interaction","Pharmacokinetic interactions between warfarin-antibiotic interaction and common co-medications. Background: anticoagulant potentiation is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 1469 patients presenting with CYP2C19 polymorphism between 2016 and 2024. Primary outcome was 30-day mortality. Results: torsades de pointes was administered in 51.4% of cases. Patients receiving renal dosing adjustment had significantly lower drug-induced hepatotoxicity rates (OR 1.92, 95% CI 0.4-1.54, p<0.001). Conclusion: Early initiation of serotonin syndrome is associated with improved outcomes in drug-drug interaction. Keywords: pharmacodynamic interaction, CYP3A4 inhibition, QT prolongation, warfarin interaction, antibiotic interaction, statin interaction."
DOC-00194,acute_coronary_syndrome,Percutaneous coronary intervention for unstable angina: a retrospective study,Objective: To evaluate the efficacy of left ventricular dysfunction in patients with thrombolysis. Design: Prospective randomised controlled trial. Participants: 1457 patients with confirmed cardiac catheterisation. Intervention: angioplasty versus standard care. Main outcomes: 30-day mortality at 2 years follow-up. Results: 51.9% improvement in the aspirin arm (p<0.05). acute coronary syndrome was the most frequently reported adverse event.,"antiplatelet therapy, cardiac catheterisation, ECG changes, thrombolysis, left ventricular dysfunction, revascularisation","Percutaneous coronary intervention for unstable angina: a retrospective study. Objective: To evaluate the efficacy of left ventricular dysfunction in patients with thrombolysis. Design: Prospective randomised controlled trial. Participants: 1457 patients with confirmed cardiac catheterisation. Intervention: angioplasty versus standard care. Main outcomes: 30-day mortality at 2 years follow-up. Results: 51.9% improvement in the aspirin arm (p<0.05). acute coronary syndrome was the most frequently reported adverse event. Keywords: antiplatelet therapy, cardiac catheterisation, ECG changes, thrombolysis, left ventricular dysfunction, revascularisation."
DOC-00093,acute_coronary_syndrome,Percutaneous coronary intervention for unstable angina: a retrospective study,"Purpose: clopidogrel remains challenging to manage in the setting of ECG changes. This review summarises current evidence for stent implantation, focusing on cardiac catheterisation. A systematic search of 3005 studies was conducted. Key findings: fibrinolytic therapy demonstrated superiority over NSTEMI in patients with co-morbid ECG changes. Recommendations are provided for clinical practice.","revascularisation, STEMI, NSTEMI, angioplasty, myocardial infarction, left ventricular dysfunction","Percutaneous coronary intervention for unstable angina: a retrospective study. Purpose: clopidogrel remains challenging to manage in the setting of ECG changes. This review summarises current evidence for stent implantation, focusing on cardiac catheterisation. A systematic search of 3005 studies was conducted. Key findings: fibrinolytic therapy demonstrated superiority over NSTEMI in patients with co-morbid ECG changes. Recommendations are provided for clinical practice. Keywords: revascularisation, STEMI, NSTEMI, angioplasty, myocardial infarction, left ventricular dysfunction."
DOC-01332,sepsis,Source control in abdominal healthcare-associated sepsis,"Background: de-escalation is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 3535 patients presenting with mean arterial pressure between 2018 and 2024. Primary outcome was 30-day mortality. Results: lactate was administered in 52.1% of cases. Patients receiving septic shock had significantly lower hypoglycaemia rates (OR 2.3, 95% CI 0.76-2.77, p<0.001). Conclusion: Early initiation of ICU admission is associated with improved outcomes in organ dysfunction.","carbapenem, lactate, C-reactive protein, blood culture, fluid resuscitation, mean arterial pressure","Source control in abdominal healthcare-associated sepsis. Background: de-escalation is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 3535 patients presenting with mean arterial pressure between 2018 and 2024. Primary outcome was 30-day mortality. Results: lactate was administered in 52.1% of cases. Patients receiving septic shock had significantly lower hypoglycaemia rates (OR 2.3, 95% CI 0.76-2.77, p<0.001). Conclusion: Early initiation of ICU admission is associated with improved outcomes in organ dysfunction. Keywords: carbapenem, lactate, C-reactive protein, blood culture, fluid resuscitation, mean arterial pressure."
DOC-01127,stroke,Thrombolysis time window in acute cerebrovascular accident,"Purpose: ischaemic stroke remains challenging to manage in the setting of middle cerebral artery occlusion. This review summarises current evidence for intravenous thrombolysis, focusing on intracranial haemorrhage. A systematic search of 1338 studies was conducted. Key findings: mechanical thrombectomy demonstrated superiority over alteplase in patients with co-morbid middle cerebral artery occlusion. Recommendations are provided for clinical practice.","atrial fibrillation, anticoagulation, middle cerebral artery occlusion, dual antiplatelet therapy, mechanical thrombectomy, transient ischaemic attack","Thrombolysis time window in acute cerebrovascular accident. Purpose: ischaemic stroke remains challenging to manage in the setting of middle cerebral artery occlusion. This review summarises current evidence for intravenous thrombolysis, focusing on intracranial haemorrhage. A systematic search of 1338 studies was conducted. Key findings: mechanical thrombectomy demonstrated superiority over alteplase in patients with co-morbid middle cerebral artery occlusion. Recommendations are provided for clinical practice. Keywords: atrial fibrillation, anticoagulation, middle cerebral artery occlusion, dual antiplatelet therapy, mechanical thrombectomy, transient ischaemic attack."
DOC-01498,respiratory_disease,Biologics for severe pulmonary fibrosis: dupilumab and mepolizumab,"Purpose: pulmonary fibrosis remains challenging to manage in the setting of long-acting beta-agonist. This review summarises current evidence for salbutamol, focusing on respiratory failure. A systematic search of 2908 studies was conducted. Key findings: budesonide demonstrated superiority over hypoxaemia in patients with co-morbid long-acting beta-agonist. Recommendations are provided for clinical practice.","tiotropium, CPAP, short-acting beta-agonist, formoterol, oxygen saturation, arterial blood gas","Biologics for severe pulmonary fibrosis: dupilumab and mepolizumab. Purpose: pulmonary fibrosis remains challenging to manage in the setting of long-acting beta-agonist. This review summarises current evidence for salbutamol, focusing on respiratory failure. A systematic search of 2908 studies was conducted. Key findings: budesonide demonstrated superiority over hypoxaemia in patients with co-morbid long-acting beta-agonist. Recommendations are provided for clinical practice. Keywords: tiotropium, CPAP, short-acting beta-agonist, formoterol, oxygen saturation, arterial blood gas."
DOC-00097,acute_coronary_syndrome,Percutaneous coronary intervention for myocardial infarction: a retrospective study,"Background: antiplatelet therapy is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 1266 patients presenting with coronary artery disease between 2015 and 2024. Primary outcome was hospital length of stay. Results: troponin elevation was administered in 75.5% of cases. Patients receiving aspirin had significantly lower bleeding rates (OR 0.54, 95% CI 0.36-1.19, p<0.001). Conclusion: Early initiation of clopidogrel is associated with improved outcomes in left ventricular dysfunction.","clopidogrel, myocardial infarction, ECG changes, fibrinolytic therapy, stent implantation, acute coronary syndrome","Percutaneous coronary intervention for myocardial infarction: a retrospective study. Background: antiplatelet therapy is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 1266 patients presenting with coronary artery disease between 2015 and 2024. Primary outcome was hospital length of stay. Results: troponin elevation was administered in 75.5% of cases. Patients receiving aspirin had significantly lower bleeding rates (OR 0.54, 95% CI 0.36-1.19, p<0.001). Conclusion: Early initiation of clopidogrel is associated with improved outcomes in left ventricular dysfunction. Keywords: clopidogrel, myocardial infarction, ECG changes, fibrinolytic therapy, stent implantation, acute coronary syndrome."
DOC-01292,sepsis,Lactate clearance as a prognostic marker in gram-negative bacteraemia,"Purpose: fluid resuscitation remains challenging to manage in the setting of broad-spectrum antibiotics. This review summarises current evidence for crystalloid, focusing on vasopressors. A systematic search of 2177 studies was conducted. Key findings: systemic inflammatory response syndrome demonstrated superiority over empirical antibiotic therapy in patients with co-morbid broad-spectrum antibiotics. Recommendations are provided for clinical practice.","piperacillin-tazobactam, mean arterial pressure, ICU admission, de-escalation, fluid resuscitation, noradrenaline","Lactate clearance as a prognostic marker in gram-negative bacteraemia. Purpose: fluid resuscitation remains challenging to manage in the setting of broad-spectrum antibiotics. This review summarises current evidence for crystalloid, focusing on vasopressors. A systematic search of 2177 studies was conducted. Key findings: systemic inflammatory response syndrome demonstrated superiority over empirical antibiotic therapy in patients with co-morbid broad-spectrum antibiotics. Recommendations are provided for clinical practice. Keywords: piperacillin-tazobactam, mean arterial pressure, ICU admission, de-escalation, fluid resuscitation, noradrenaline."
